output_stem,source,source_image,source_label,split,group_id,object_count
current_current_arch_train_0098,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0098.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0098.txt,train,current_arch_train_0098,10
current_current_arch_train_0099,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0099.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0099.txt,train,current_arch_train_0099,6
current_current_arch_train_0100,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0100.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0100.txt,train,current_arch_train_0100,8
current_current_arch_train_0101,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0101.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0101.txt,train,current_arch_train_0101,8
current_current_arch_train_0102,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0102.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0102.txt,train,current_arch_train_0102,9
current_current_arch_train_0103,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0103.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0103.txt,train,current_arch_train_0103,8
current_current_arch_train_0104,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0104.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0104.txt,train,current_arch_train_0104,7
current_current_arch_train_0105,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0105.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0105.txt,train,current_arch_train_0105,5
current_current_arch_train_0106,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0106.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0106.txt,train,current_arch_train_0106,10
current_current_arch_train_0107,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0107.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0107.txt,train,current_arch_train_0107,6
current_current_arch_train_0108,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0108.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0108.txt,train,current_arch_train_0108,5
current_current_arch_train_0109,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0109.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0109.txt,train,current_arch_train_0109,8
current_current_arch_train_0110,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0110.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0110.txt,train,current_arch_train_0110,8
current_current_arch_train_0111,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0111.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0111.txt,train,current_arch_train_0111,10
current_current_arch_train_0112,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0112.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0112.txt,train,current_arch_train_0112,9
current_current_arch_train_0113,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0113.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0113.txt,train,current_arch_train_0113,7
current_current_arch_train_0114,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0114.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0114.txt,train,current_arch_train_0114,8
current_current_arch_train_0115,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0115.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0115.txt,train,current_arch_train_0115,9
current_current_arch_train_0116,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0116.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0116.txt,train,current_arch_train_0116,9
current_current_arch_train_0117,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0117.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0117.txt,train,current_arch_train_0117,8
current_current_arch_train_0118,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0118.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0118.txt,train,current_arch_train_0118,9
current_current_arch_train_0119,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0119.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0119.txt,train,current_arch_train_0119,9
current_current_arch_train_0120,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0120.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0120.txt,train,current_arch_train_0120,6
current_current_arch_train_0121,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0121.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0121.txt,train,current_arch_train_0121,8
current_current_arch_train_0122,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0122.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0122.txt,train,current_arch_train_0122,9
current_current_arch_train_0123,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0123.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0123.txt,train,current_arch_train_0123,8
current_current_arch_train_0124,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0124.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0124.txt,train,current_arch_train_0124,8
current_current_arch_train_0125,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0125.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0125.txt,train,current_arch_train_0125,6
current_current_arch_train_0126,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0126.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0126.txt,train,current_arch_train_0126,6
current_current_arch_train_0127,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0127.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0127.txt,train,current_arch_train_0127,7
current_current_arch_train_0128,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0128.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0128.txt,train,current_arch_train_0128,6
current_current_arch_train_0129,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0129.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0129.txt,train,current_arch_train_0129,10
current_current_arch_train_0130,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0130.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0130.txt,train,current_arch_train_0130,6
current_current_arch_train_0131,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0131.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0131.txt,train,current_arch_train_0131,7
current_current_arch_train_0132,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0132.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0132.txt,train,current_arch_train_0132,8
current_current_arch_train_0133,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0133.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0133.txt,train,current_arch_train_0133,10
current_current_arch_train_0134,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0134.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0134.txt,train,current_arch_train_0134,7
current_current_arch_train_0135,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0135.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0135.txt,train,current_arch_train_0135,6
current_current_arch_train_0136,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0136.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0136.txt,train,current_arch_train_0136,6
current_current_arch_train_0137,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0137.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0137.txt,train,current_arch_train_0137,10
current_current_arch_train_0138,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0138.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0138.txt,train,current_arch_train_0138,9
current_current_arch_train_0139,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0139.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0139.txt,train,current_arch_train_0139,9
current_current_arch_train_0140,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0140.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0140.txt,train,current_arch_train_0140,8
current_current_arch_train_0141,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0141.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0141.txt,train,current_arch_train_0141,8
current_current_arch_train_0142,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0142.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0142.txt,train,current_arch_train_0142,9
current_current_arch_train_0143,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0143.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0143.txt,train,current_arch_train_0143,8
current_current_arch_train_0144,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0144.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0144.txt,train,current_arch_train_0144,8
current_current_arch_train_0145,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0145.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0145.txt,train,current_arch_train_0145,6
current_current_arch_train_0146,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0146.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0146.txt,train,current_arch_train_0146,8
current_current_arch_train_0147,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0147.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0147.txt,train,current_arch_train_0147,9
current_current_arch_train_0148,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0148.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0148.txt,train,current_arch_train_0148,7
current_current_arch_train_0149,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0149.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0149.txt,train,current_arch_train_0149,7
current_current_arch_train_0150,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0150.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0150.txt,train,current_arch_train_0150,8
current_current_arch_train_0151,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0151.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0151.txt,train,current_arch_train_0151,5
current_current_arch_train_0152,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0152.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0152.txt,train,current_arch_train_0152,9
current_current_arch_train_0153,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0153.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0153.txt,train,current_arch_train_0153,7
current_current_arch_train_0154,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0154.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0154.txt,train,current_arch_train_0154,6
current_current_arch_train_0155,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0155.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0155.txt,train,current_arch_train_0155,9
current_current_arch_train_0156,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0156.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0156.txt,train,current_arch_train_0156,9
current_current_arch_train_0157,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0157.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0157.txt,train,current_arch_train_0157,9
current_current_arch_train_0158,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0158.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0158.txt,train,current_arch_train_0158,6
current_current_arch_train_0159,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0159.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0159.txt,train,current_arch_train_0159,8
current_current_arch_train_0160,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0160.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0160.txt,train,current_arch_train_0160,9
current_current_arch_train_0161,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0161.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0161.txt,train,current_arch_train_0161,6
current_current_arch_train_0162,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0162.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0162.txt,train,current_arch_train_0162,8
current_current_arch_train_0163,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0163.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0163.txt,train,current_arch_train_0163,6
current_current_arch_train_0164,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0164.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0164.txt,train,current_arch_train_0164,6
current_current_arch_train_0165,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0165.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0165.txt,train,current_arch_train_0165,9
current_current_arch_train_0166,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0166.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0166.txt,train,current_arch_train_0166,7
current_current_arch_train_0167,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0167.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0167.txt,train,current_arch_train_0167,8
current_current_arch_train_0168,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0168.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0168.txt,train,current_arch_train_0168,9
current_current_arch_train_0169,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0169.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0169.txt,train,current_arch_train_0169,6
current_current_arch_train_0170,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0170.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0170.txt,train,current_arch_train_0170,7
current_current_arch_train_0171,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0171.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0171.txt,train,current_arch_train_0171,10
current_current_arch_train_0172,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0172.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0172.txt,train,current_arch_train_0172,5
current_current_arch_train_0173,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0173.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0173.txt,train,current_arch_train_0173,10
current_current_arch_train_0174,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0174.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0174.txt,train,current_arch_train_0174,6
current_current_arch_train_0175,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0175.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0175.txt,train,current_arch_train_0175,5
current_current_arch_train_0176,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0176.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0176.txt,train,current_arch_train_0176,7
current_current_arch_train_0177,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0177.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0177.txt,train,current_arch_train_0177,9
current_current_arch_train_0178,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0178.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0178.txt,train,current_arch_train_0178,6
current_current_arch_train_0179,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0179.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0179.txt,train,current_arch_train_0179,7
current_current_arch_train_0180,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0180.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0180.txt,train,current_arch_train_0180,8
current_current_arch_train_0181,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0181.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0181.txt,train,current_arch_train_0181,8
current_current_arch_train_0182,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0182.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0182.txt,train,current_arch_train_0182,8
current_current_arch_train_0183,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0183.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0183.txt,train,current_arch_train_0183,9
current_current_arch_train_0184,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0184.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0184.txt,train,current_arch_train_0184,8
current_current_arch_train_0185,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0185.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0185.txt,train,current_arch_train_0185,9
current_current_arch_train_0186,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0186.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0186.txt,train,current_arch_train_0186,8
current_current_arch_train_0187,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0187.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0187.txt,train,current_arch_train_0187,9
current_current_arch_train_0188,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0188.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0188.txt,train,current_arch_train_0188,5
current_current_arch_train_0189,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0189.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0189.txt,train,current_arch_train_0189,7
current_current_arch_train_0190,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0190.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0190.txt,train,current_arch_train_0190,5
current_current_arch_train_0191,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0191.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0191.txt,train,current_arch_train_0191,8
current_current_arch_train_0192,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0192.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0192.txt,train,current_arch_train_0192,7
current_current_arch_train_0193,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0193.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0193.txt,train,current_arch_train_0193,8
current_current_arch_train_0194,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0194.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0194.txt,train,current_arch_train_0194,8
current_current_arch_train_0195,current,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\images\train\current_arch_train_0195.jpg,E:\Tech Challenge IADT - Fase 5 - Hackathon\dataset\hybrid_v2\labels\train\current_arch_train_0195.txt,train,current_arch_train_0195,6
