group_id,primary_class,provider_hint,variant_count,paired_variant_count
aws_simple_queue_service_queue_0009,aws_simple_queue_service_queue,aws,10,10
aws_simple_storage_service_bucket_0000,aws_simple_storage_service_bucket,aws,10,10
aws_simple_storage_service_bucket_0001,aws_simple_storage_service_bucket,aws,10,10
aws_simple_storage_service_bucket_0002,aws_simple_storage_service_bucket,aws,10,10
aws_simple_storage_service_bucket_0003,aws_simple_storage_service_bucket,aws,10,10
aws_simple_storage_service_bucket_0004,aws_simple_storage_service_bucket,aws,10,10
aws_simple_storage_service_bucket_0005,aws_simple_storage_service_bucket,aws,10,10
aws_simple_storage_service_bucket_0006,aws_simple_storage_service_bucket,aws,10,10
aws_simple_storage_service_bucket_0007,aws_simple_storage_service_bucket,aws,10,10
aws_simple_storage_service_bucket_0008,aws_simple_storage_service_bucket,aws,10,10
aws_simple_storage_service_bucket_0009,aws_simple_storage_service_bucket,aws,10,10
aws_simple_storage_service_bucket_with_objects_0000,aws_simple_storage_service_bucket_with_objects,aws,10,10
aws_simple_storage_service_bucket_with_objects_0001,aws_simple_storage_service_bucket_with_objects,aws,10,10
aws_simple_storage_service_bucket_with_objects_0002,aws_simple_storage_service_bucket_with_objects,aws,10,10
aws_simple_storage_service_bucket_with_objects_0003,aws_simple_storage_service_bucket_with_objects,aws,10,10
aws_simple_storage_service_bucket_with_objects_0004,aws_simple_storage_service_bucket_with_objects,aws,10,10
aws_simple_storage_service_bucket_with_objects_0005,aws_simple_storage_service_bucket_with_objects,aws,10,10
aws_simple_storage_service_bucket_with_objects_0006,aws_simple_storage_service_bucket_with_objects,aws,10,10
aws_simple_storage_service_bucket_with_objects_0007,aws_simple_storage_service_bucket_with_objects,aws,10,10
aws_simple_storage_service_bucket_with_objects_0008,aws_simple_storage_service_bucket_with_objects,aws,10,10
aws_simple_storage_service_bucket_with_objects_0009,aws_simple_storage_service_bucket_with_objects,aws,10,10
aws_simple_storage_service_object_0000,aws_simple_storage_service_object,aws,10,10
aws_simple_storage_service_object_0001,aws_simple_storage_service_object,aws,10,10
aws_simple_storage_service_object_0002,aws_simple_storage_service_object,aws,10,10
aws_simple_storage_service_object_0003,aws_simple_storage_service_object,aws,10,10
aws_simple_storage_service_object_0004,aws_simple_storage_service_object,aws,10,10
aws_simple_storage_service_object_0005,aws_simple_storage_service_object,aws,10,10
aws_simple_storage_service_object_0006,aws_simple_storage_service_object,aws,10,10
aws_simple_storage_service_object_0007,aws_simple_storage_service_object,aws,10,10
aws_simple_storage_service_object_0008,aws_simple_storage_service_object,aws,10,10
aws_simple_storage_service_object_0009,aws_simple_storage_service_object,aws,10,10
aws_simple_storage_service_s3_standard_0000,aws_simple_storage_service_s3_standard,aws,10,10
aws_simple_storage_service_s3_standard_0001,aws_simple_storage_service_s3_standard,aws,10,10
aws_simple_storage_service_s3_standard_0002,aws_simple_storage_service_s3_standard,aws,10,10
aws_simple_storage_service_s3_standard_0003,aws_simple_storage_service_s3_standard,aws,10,10
aws_simple_storage_service_s3_standard_0004,aws_simple_storage_service_s3_standard,aws,10,10
aws_simple_storage_service_s3_standard_0005,aws_simple_storage_service_s3_standard,aws,10,10
aws_simple_storage_service_s3_standard_0006,aws_simple_storage_service_s3_standard,aws,10,10
aws_simple_storage_service_s3_standard_0007,aws_simple_storage_service_s3_standard,aws,10,10
aws_simple_storage_service_s3_standard_0008,aws_simple_storage_service_s3_standard,aws,10,10
aws_simple_storage_service_s3_standard_0009,aws_simple_storage_service_s3_standard,aws,10,10
aws_vpc_virtual_private_cloud_vpc_0000,aws_vpc_virtual_private_cloud_vpc,aws,10,10
aws_vpc_virtual_private_cloud_vpc_0001,aws_vpc_virtual_private_cloud_vpc,aws,10,10
aws_vpc_virtual_private_cloud_vpc_0002,aws_vpc_virtual_private_cloud_vpc,aws,10,10
aws_vpc_virtual_private_cloud_vpc_0003,aws_vpc_virtual_private_cloud_vpc,aws,10,10
aws_vpc_virtual_private_cloud_vpc_0004,aws_vpc_virtual_private_cloud_vpc,aws,10,10
aws_vpc_virtual_private_cloud_vpc_0005,aws_vpc_virtual_private_cloud_vpc,aws,10,10
aws_vpc_virtual_private_cloud_vpc_0006,aws_vpc_virtual_private_cloud_vpc,aws,10,10
aws_vpc_virtual_private_cloud_vpc_0007,aws_vpc_virtual_private_cloud_vpc,aws,10,10
aws_vpc_virtual_private_cloud_vpc_0008,aws_vpc_virtual_private_cloud_vpc,aws,10,10
aws_vpc_virtual_private_cloud_vpc_0009,aws_vpc_virtual_private_cloud_vpc,aws,10,10
azure_api_management_services_0000,azure_api_management_services,azure,10,10
azure_api_management_services_0001,azure_api_management_services,azure,10,10
azure_api_management_services_0002,azure_api_management_services,azure,10,10
azure_api_management_services_0003,azure_api_management_services,azure,10,10
azure_api_management_services_0004,azure_api_management_services,azure,10,10
azure_api_management_services_0005,azure_api_management_services,azure,10,10
azure_api_management_services_0006,azure_api_management_services,azure,10,10
azure_api_management_services_0007,azure_api_management_services,azure,10,10
azure_api_management_services_0008,azure_api_management_services,azure,10,10
azure_api_management_services_0009,azure_api_management_services,azure,10,10
azure_app_services_0000,azure_app_services,azure,10,10
azure_app_services_0001,azure_app_services,azure,10,10
azure_app_services_0002,azure_app_services,azure,10,10
azure_app_services_0003,azure_app_services,azure,10,10
azure_app_services_0004,azure_app_services,azure,10,10
azure_app_services_0005,azure_app_services,azure,10,10
azure_app_services_0006,azure_app_services,azure,10,10
azure_app_services_0007,azure_app_services,azure,10,10
azure_app_services_0008,azure_app_services,azure,10,10
azure_app_services_0009,azure_app_services,azure,10,10
azure_application_insights_0000,azure_application_insights,azure,10,10
azure_application_insights_0001,azure_application_insights,azure,10,10
azure_application_insights_0002,azure_application_insights,azure,10,10
azure_application_insights_0003,azure_application_insights,azure,10,10
azure_application_insights_0004,azure_application_insights,azure,10,10
azure_application_insights_0005,azure_application_insights,azure,10,10
azure_application_insights_0006,azure_application_insights,azure,10,10
azure_application_insights_0007,azure_application_insights,azure,10,10
azure_application_insights_0008,azure_application_insights,azure,10,10
azure_application_insights_0009,azure_application_insights,azure,10,10
azure_base_diagram,azure_base_diagram,azure,100,100
azure_container_instances_0000,azure_container_instances,azure,10,10
azure_container_instances_0001,azure_container_instances,azure,10,10
azure_container_instances_0002,azure_container_instances,azure,10,10
azure_container_instances_0003,azure_container_instances,azure,10,10
azure_container_instances_0004,azure_container_instances,azure,10,10
azure_container_instances_0005,azure_container_instances,azure,10,10
azure_container_instances_0006,azure_container_instances,azure,10,10
azure_container_instances_0007,azure_container_instances,azure,10,10
azure_container_instances_0008,azure_container_instances,azure,10,10
azure_container_instances_0009,azure_container_instances,azure,10,10
azure_cosmos_db_0000,azure_cosmos_db,azure,10,10
azure_cosmos_db_0001,azure_cosmos_db,azure,10,10
azure_cosmos_db_0002,azure_cosmos_db,azure,10,10
azure_cosmos_db_0003,azure_cosmos_db,azure,10,10
azure_cosmos_db_0004,azure_cosmos_db,azure,10,10
azure_cosmos_db_0005,azure_cosmos_db,azure,10,10
azure_cosmos_db_0006,azure_cosmos_db,azure,10,10
azure_cosmos_db_0007,azure_cosmos_db,azure,10,10
azure_cosmos_db_0008,azure_cosmos_db,azure,10,10
azure_cosmos_db_0009,azure_cosmos_db,azure,10,10
azure_data_factories_0000,azure_data_factories,azure,10,10
azure_data_factories_0001,azure_data_factories,azure,10,10
azure_data_factories_0002,azure_data_factories,azure,10,10
azure_data_factories_0003,azure_data_factories,azure,10,10
azure_data_factories_0004,azure_data_factories,azure,10,10
azure_data_factories_0005,azure_data_factories,azure,10,10
azure_data_factories_0006,azure_data_factories,azure,10,10
azure_data_factories_0007,azure_data_factories,azure,10,10
azure_data_factories_0008,azure_data_factories,azure,10,10
azure_data_factories_0009,azure_data_factories,azure,10,10
azure_databricks_0000,azure_databricks,azure,10,10
azure_databricks_0001,azure_databricks,azure,10,10
azure_databricks_0002,azure_databricks,azure,10,10
azure_databricks_0003,azure_databricks,azure,10,10
azure_databricks_0004,azure_databricks,azure,10,10
azure_databricks_0005,azure_databricks,azure,10,10
azure_databricks_0006,azure_databricks,azure,10,10
azure_databricks_0007,azure_databricks,azure,10,10
azure_databricks_0008,azure_databricks,azure,10,10
azure_databricks_0009,azure_databricks,azure,10,10
azure_devops_0000,azure_devops,azure,10,10
azure_devops_0001,azure_devops,azure,10,10
azure_devops_0002,azure_devops,azure,10,10
azure_devops_0003,azure_devops,azure,10,10
azure_devops_0004,azure_devops,azure,10,10
azure_devops_0005,azure_devops,azure,10,10
azure_devops_0006,azure_devops,azure,10,10
azure_devops_0007,azure_devops,azure,10,10
azure_devops_0008,azure_devops,azure,10,10
azure_devops_0009,azure_devops,azure,10,10
azure_event_hubs_0000,azure_event_hubs,azure,10,10
azure_event_hubs_0001,azure_event_hubs,azure,10,10
azure_event_hubs_0002,azure_event_hubs,azure,10,10
azure_event_hubs_0003,azure_event_hubs,azure,10,10
azure_event_hubs_0004,azure_event_hubs,azure,10,10
azure_event_hubs_0005,azure_event_hubs,azure,10,10
azure_event_hubs_0006,azure_event_hubs,azure,10,10
azure_event_hubs_0007,azure_event_hubs,azure,10,10
azure_event_hubs_0008,azure_event_hubs,azure,10,10
azure_event_hubs_0009,azure_event_hubs,azure,10,10
azure_firewalls_0000,azure_firewalls,azure,10,10
azure_firewalls_0001,azure_firewalls,azure,10,10
azure_firewalls_0002,azure_firewalls,azure,10,10
azure_firewalls_0003,azure_firewalls,azure,10,10
azure_firewalls_0004,azure_firewalls,azure,10,10
azure_firewalls_0005,azure_firewalls,azure,10,10
azure_firewalls_0006,azure_firewalls,azure,10,10
azure_firewalls_0007,azure_firewalls,azure,10,10
azure_firewalls_0008,azure_firewalls,azure,10,10
azure_firewalls_0009,azure_firewalls,azure,10,10
azure_function_apps_0000,azure_function_apps,azure,10,10
azure_function_apps_0001,azure_function_apps,azure,10,10
azure_function_apps_0002,azure_function_apps,azure,10,10
azure_function_apps_0003,azure_function_apps,azure,10,10
azure_function_apps_0004,azure_function_apps,azure,10,10
azure_function_apps_0005,azure_function_apps,azure,10,10
azure_function_apps_0006,azure_function_apps,azure,10,10
azure_function_apps_0007,azure_function_apps,azure,10,10
azure_function_apps_0008,azure_function_apps,azure,10,10
azure_function_apps_0009,azure_function_apps,azure,10,10
azure_key_vaults_0000,azure_key_vaults,azure,10,10
azure_key_vaults_0001,azure_key_vaults,azure,10,10
azure_key_vaults_0002,azure_key_vaults,azure,10,10
azure_key_vaults_0003,azure_key_vaults,azure,10,10
azure_key_vaults_0004,azure_key_vaults,azure,10,10
azure_key_vaults_0005,azure_key_vaults,azure,10,10
azure_key_vaults_0006,azure_key_vaults,azure,10,10
azure_key_vaults_0007,azure_key_vaults,azure,10,10
azure_key_vaults_0008,azure_key_vaults,azure,10,10
azure_key_vaults_0009,azure_key_vaults,azure,10,10
azure_kubernetes_services_0000,azure_kubernetes_services,azure,10,10
azure_kubernetes_services_0001,azure_kubernetes_services,azure,10,10
azure_kubernetes_services_0002,azure_kubernetes_services,azure,10,10
azure_kubernetes_services_0003,azure_kubernetes_services,azure,10,10
azure_kubernetes_services_0004,azure_kubernetes_services,azure,10,10
azure_kubernetes_services_0005,azure_kubernetes_services,azure,10,10
azure_kubernetes_services_0006,azure_kubernetes_services,azure,10,10
azure_kubernetes_services_0007,azure_kubernetes_services,azure,10,10
azure_kubernetes_services_0008,azure_kubernetes_services,azure,10,10
azure_kubernetes_services_0009,azure_kubernetes_services,azure,10,10
azure_load_balancers_0000,azure_load_balancers,azure,10,10
azure_load_balancers_0001,azure_load_balancers,azure,10,10
azure_load_balancers_0002,azure_load_balancers,azure,10,10
azure_load_balancers_0003,azure_load_balancers,azure,10,10
azure_load_balancers_0004,azure_load_balancers,azure,10,10
azure_load_balancers_0005,azure_load_balancers,azure,10,10
azure_load_balancers_0006,azure_load_balancers,azure,10,10
azure_load_balancers_0007,azure_load_balancers,azure,10,10
azure_load_balancers_0008,azure_load_balancers,azure,10,10
azure_load_balancers_0009,azure_load_balancers,azure,10,10
azure_logic_apps_0000,azure_logic_apps,azure,10,10
azure_logic_apps_0001,azure_logic_apps,azure,10,10
azure_logic_apps_0002,azure_logic_apps,azure,10,10
azure_logic_apps_0003,azure_logic_apps,azure,10,10
azure_logic_apps_0004,azure_logic_apps,azure,10,10
azure_logic_apps_0005,azure_logic_apps,azure,10,10
azure_logic_apps_0006,azure_logic_apps,azure,10,10
azure_logic_apps_0007,azure_logic_apps,azure,10,10
azure_logic_apps_0008,azure_logic_apps,azure,10,10
azure_logic_apps_0009,azure_logic_apps,azure,10,10
azure_machine_learning_0000,azure_machine_learning,azure,10,10
azure_machine_learning_0001,azure_machine_learning,azure,10,10
azure_machine_learning_0002,azure_machine_learning,azure,10,10
azure_machine_learning_0003,azure_machine_learning,azure,10,10
azure_machine_learning_0004,azure_machine_learning,azure,10,10
azure_machine_learning_0005,azure_machine_learning,azure,10,10
azure_machine_learning_0006,azure_machine_learning,azure,10,10
azure_machine_learning_0007,azure_machine_learning,azure,10,10
azure_machine_learning_0008,azure_machine_learning,azure,10,10
azure_machine_learning_0009,azure_machine_learning,azure,10,10
azure_machine_learning_studio_workspaces_0000,azure_machine_learning_studio_workspaces,azure,10,10
azure_machine_learning_studio_workspaces_0001,azure_machine_learning_studio_workspaces,azure,10,10
azure_machine_learning_studio_workspaces_0002,azure_machine_learning_studio_workspaces,azure,10,10
azure_machine_learning_studio_workspaces_0003,azure_machine_learning_studio_workspaces,azure,10,10
azure_machine_learning_studio_workspaces_0004,azure_machine_learning_studio_workspaces,azure,10,10
azure_machine_learning_studio_workspaces_0005,azure_machine_learning_studio_workspaces,azure,10,10
azure_machine_learning_studio_workspaces_0006,azure_machine_learning_studio_workspaces,azure,10,10
azure_machine_learning_studio_workspaces_0007,azure_machine_learning_studio_workspaces,azure,10,10
azure_machine_learning_studio_workspaces_0008,azure_machine_learning_studio_workspaces,azure,10,10
azure_machine_learning_studio_workspaces_0009,azure_machine_learning_studio_workspaces,azure,10,10
azure_monitor_0000,azure_monitor,azure,10,10
azure_monitor_0001,azure_monitor,azure,10,10
azure_monitor_0002,azure_monitor,azure,10,10
azure_monitor_0003,azure_monitor,azure,10,10
azure_monitor_0004,azure_monitor,azure,10,10
azure_monitor_0005,azure_monitor,azure,10,10
azure_monitor_0006,azure_monitor,azure,10,10
azure_monitor_0007,azure_monitor,azure,10,10
azure_monitor_0008,azure_monitor,azure,10,10
azure_monitor_0009,azure_monitor,azure,10,10
azure_network_security_groups_0000,azure_network_security_groups,azure,10,10
azure_network_security_groups_0001,azure_network_security_groups,azure,10,10
azure_network_security_groups_0002,azure_network_security_groups,azure,10,10
azure_network_security_groups_0003,azure_network_security_groups,azure,10,10
azure_network_security_groups_0004,azure_network_security_groups,azure,10,10
azure_network_security_groups_0005,azure_network_security_groups,azure,10,10
azure_network_security_groups_0006,azure_network_security_groups,azure,10,10
azure_network_security_groups_0007,azure_network_security_groups,azure,10,10
azure_network_security_groups_0008,azure_network_security_groups,azure,10,10
azure_network_security_groups_0009,azure_network_security_groups,azure,10,10
azure_openai_0000,azure_openai,azure,10,10
azure_openai_0001,azure_openai,azure,10,10
azure_openai_0002,azure_openai,azure,10,10
azure_openai_0003,azure_openai,azure,10,10
azure_openai_0004,azure_openai,azure,10,10
azure_openai_0005,azure_openai,azure,10,10
azure_openai_0006,azure_openai,azure,10,10
azure_openai_0007,azure_openai,azure,10,10
azure_openai_0008,azure_openai,azure,10,10
azure_openai_0009,azure_openai,azure,10,10
azure_resource_groups_0000,azure_resource_groups,azure,10,10
azure_resource_groups_0001,azure_resource_groups,azure,10,10
azure_resource_groups_0002,azure_resource_groups,azure,10,10
azure_resource_groups_0003,azure_resource_groups,azure,10,10
azure_resource_groups_0004,azure_resource_groups,azure,10,10
azure_resource_groups_0005,azure_resource_groups,azure,10,10
azure_resource_groups_0006,azure_resource_groups,azure,10,10
azure_resource_groups_0007,azure_resource_groups,azure,10,10
azure_resource_groups_0008,azure_resource_groups,azure,10,10
azure_resource_groups_0009,azure_resource_groups,azure,10,10
azure_sql_0000,azure_sql,azure,10,10
azure_sql_0001,azure_sql,azure,10,10
azure_sql_0002,azure_sql,azure,10,10
azure_sql_0003,azure_sql,azure,10,10
azure_sql_0004,azure_sql,azure,10,10
azure_sql_0005,azure_sql,azure,10,10
azure_sql_0006,azure_sql,azure,10,10
azure_sql_0007,azure_sql,azure,10,10
azure_sql_0008,azure_sql,azure,10,10
azure_sql_0009,azure_sql,azure,10,10
azure_sql_database_0000,azure_sql_database,azure,10,10
azure_sql_database_0001,azure_sql_database,azure,10,10
azure_sql_database_0002,azure_sql_database,azure,10,10
azure_sql_database_0003,azure_sql_database,azure,10,10
azure_sql_database_0004,azure_sql_database,azure,10,10
azure_sql_database_0005,azure_sql_database,azure,10,10
azure_sql_database_0006,azure_sql_database,azure,10,10
azure_sql_database_0007,azure_sql_database,azure,10,10
azure_sql_database_0008,azure_sql_database,azure,10,10
azure_sql_database_0009,azure_sql_database,azure,10,10
azure_sql_managed_instance_0000,azure_sql_managed_instance,azure,10,10
azure_sql_managed_instance_0001,azure_sql_managed_instance,azure,10,10
azure_sql_managed_instance_0002,azure_sql_managed_instance,azure,10,10
azure_sql_managed_instance_0003,azure_sql_managed_instance,azure,10,10
azure_sql_managed_instance_0004,azure_sql_managed_instance,azure,10,10
azure_sql_managed_instance_0005,azure_sql_managed_instance,azure,10,10
azure_sql_managed_instance_0006,azure_sql_managed_instance,azure,10,10
azure_sql_managed_instance_0007,azure_sql_managed_instance,azure,10,10
azure_sql_managed_instance_0008,azure_sql_managed_instance,azure,10,10
azure_sql_managed_instance_0009,azure_sql_managed_instance,azure,10,10
azure_sql_server_0000,azure_sql_server,azure,10,10
azure_sql_server_0001,azure_sql_server,azure,10,10
azure_sql_server_0002,azure_sql_server,azure,10,10
azure_sql_server_0003,azure_sql_server,azure,10,10
azure_sql_server_0004,azure_sql_server,azure,10,10
azure_sql_server_0005,azure_sql_server,azure,10,10
azure_sql_server_0006,azure_sql_server,azure,10,10
azure_sql_server_0007,azure_sql_server,azure,10,10
azure_sql_server_0008,azure_sql_server,azure,10,10
azure_sql_server_0009,azure_sql_server,azure,10,10
azure_storage_accounts_0000,azure_storage_accounts,azure,10,10
azure_storage_accounts_0001,azure_storage_accounts,azure,10,10
azure_storage_accounts_0002,azure_storage_accounts,azure,10,10
azure_storage_accounts_0003,azure_storage_accounts,azure,10,10
azure_storage_accounts_0004,azure_storage_accounts,azure,10,10
azure_storage_accounts_0005,azure_storage_accounts,azure,10,10
azure_storage_accounts_0006,azure_storage_accounts,azure,10,10
azure_storage_accounts_0007,azure_storage_accounts,azure,10,10
azure_storage_accounts_0008,azure_storage_accounts,azure,10,10
azure_storage_accounts_0009,azure_storage_accounts,azure,10,10
azure_synapse_analytics_0000,azure_synapse_analytics,azure,10,10
azure_synapse_analytics_0001,azure_synapse_analytics,azure,10,10
azure_synapse_analytics_0002,azure_synapse_analytics,azure,10,10
azure_synapse_analytics_0003,azure_synapse_analytics,azure,10,10
azure_synapse_analytics_0004,azure_synapse_analytics,azure,10,10
azure_synapse_analytics_0005,azure_synapse_analytics,azure,10,10
azure_synapse_analytics_0006,azure_synapse_analytics,azure,10,10
azure_synapse_analytics_0007,azure_synapse_analytics,azure,10,10
azure_synapse_analytics_0008,azure_synapse_analytics,azure,10,10
azure_synapse_analytics_0009,azure_synapse_analytics,azure,10,10
azure_virtual_machine_0000,azure_virtual_machine,azure,10,10
azure_virtual_machine_0001,azure_virtual_machine,azure,10,10
azure_virtual_machine_0002,azure_virtual_machine,azure,10,10
azure_virtual_machine_0003,azure_virtual_machine,azure,10,10
azure_virtual_machine_0004,azure_virtual_machine,azure,10,10
azure_virtual_machine_0005,azure_virtual_machine,azure,10,10
azure_virtual_machine_0006,azure_virtual_machine,azure,10,10
azure_virtual_machine_0007,azure_virtual_machine,azure,10,10
azure_virtual_machine_0008,azure_virtual_machine,azure,10,10
azure_virtual_machine_0009,azure_virtual_machine,azure,10,10
azure_virtual_networks_0000,azure_virtual_networks,azure,10,10
azure_virtual_networks_0001,azure_virtual_networks,azure,10,10
azure_virtual_networks_0002,azure_virtual_networks,azure,10,10
azure_virtual_networks_0003,azure_virtual_networks,azure,10,10
azure_virtual_networks_0004,azure_virtual_networks,azure,10,10
azure_virtual_networks_0005,azure_virtual_networks,azure,10,10
azure_virtual_networks_0006,azure_virtual_networks,azure,10,10
azure_virtual_networks_0007,azure_virtual_networks,azure,10,10
azure_virtual_networks_0008,azure_virtual_networks,azure,10,10
azure_virtual_networks_0009,azure_virtual_networks,azure,10,10
azure_vm_scale_sets_0000,azure_vm_scale_sets,azure,10,10
azure_vm_scale_sets_0001,azure_vm_scale_sets,azure,10,10
azure_vm_scale_sets_0002,azure_vm_scale_sets,azure,10,10
azure_vm_scale_sets_0003,azure_vm_scale_sets,azure,10,10
azure_vm_scale_sets_0004,azure_vm_scale_sets,azure,10,10
azure_vm_scale_sets_0005,azure_vm_scale_sets,azure,10,10
azure_vm_scale_sets_0006,azure_vm_scale_sets,azure,10,10
azure_vm_scale_sets_0007,azure_vm_scale_sets,azure,10,10
azure_vm_scale_sets_0008,azure_vm_scale_sets,azure,10,10
azure_vm_scale_sets_0009,azure_vm_scale_sets,azure,10,10
gcp_bigquery_0000,gcp_bigquery,gcp,10,10
gcp_bigquery_0001,gcp_bigquery,gcp,10,10
gcp_bigquery_0002,gcp_bigquery,gcp,10,10
gcp_bigquery_0003,gcp_bigquery,gcp,10,10
gcp_bigquery_0004,gcp_bigquery,gcp,10,10
gcp_bigquery_0005,gcp_bigquery,gcp,10,10
gcp_bigquery_0006,gcp_bigquery,gcp,10,10
gcp_bigquery_0007,gcp_bigquery,gcp,10,10
gcp_bigquery_0008,gcp_bigquery,gcp,10,10
gcp_bigquery_0009,gcp_bigquery,gcp,10,10
gcp_cloud_functions_0000,gcp_cloud_functions,gcp,10,10
gcp_cloud_functions_0001,gcp_cloud_functions,gcp,10,10
gcp_cloud_functions_0002,gcp_cloud_functions,gcp,10,10
gcp_cloud_functions_0003,gcp_cloud_functions,gcp,10,10
gcp_cloud_functions_0004,gcp_cloud_functions,gcp,10,10
gcp_cloud_functions_0005,gcp_cloud_functions,gcp,10,10
gcp_cloud_functions_0006,gcp_cloud_functions,gcp,10,10
gcp_cloud_functions_0007,gcp_cloud_functions,gcp,10,10
gcp_cloud_functions_0008,gcp_cloud_functions,gcp,10,10
gcp_cloud_functions_0009,gcp_cloud_functions,gcp,10,10
gcp_cloud_load_balancing_0000,gcp_cloud_load_balancing,gcp,10,10
gcp_cloud_load_balancing_0001,gcp_cloud_load_balancing,gcp,10,10
gcp_cloud_load_balancing_0002,gcp_cloud_load_balancing,gcp,10,10
gcp_cloud_load_balancing_0003,gcp_cloud_load_balancing,gcp,10,10
gcp_cloud_load_balancing_0004,gcp_cloud_load_balancing,gcp,10,10
gcp_cloud_load_balancing_0005,gcp_cloud_load_balancing,gcp,10,10
gcp_cloud_load_balancing_0006,gcp_cloud_load_balancing,gcp,10,10
gcp_cloud_load_balancing_0007,gcp_cloud_load_balancing,gcp,10,10
gcp_cloud_load_balancing_0008,gcp_cloud_load_balancing,gcp,10,10
gcp_cloud_load_balancing_0009,gcp_cloud_load_balancing,gcp,10,10
gcp_cloud_run_0000,gcp_cloud_run,gcp,10,10
gcp_cloud_run_0001,gcp_cloud_run,gcp,10,10
gcp_cloud_run_0002,gcp_cloud_run,gcp,10,10
gcp_cloud_run_0003,gcp_cloud_run,gcp,10,10
gcp_cloud_run_0004,gcp_cloud_run,gcp,10,10
gcp_cloud_run_0005,gcp_cloud_run,gcp,10,10
gcp_cloud_run_0006,gcp_cloud_run,gcp,10,10
gcp_cloud_run_0007,gcp_cloud_run,gcp,10,10
gcp_cloud_run_0008,gcp_cloud_run,gcp,10,10
gcp_cloud_run_0009,gcp_cloud_run,gcp,10,10
gcp_cloud_sql_0000,gcp_cloud_sql,gcp,10,10
gcp_cloud_sql_0001,gcp_cloud_sql,gcp,10,10
gcp_cloud_sql_0002,gcp_cloud_sql,gcp,10,10
gcp_cloud_sql_0003,gcp_cloud_sql,gcp,10,10
gcp_cloud_sql_0004,gcp_cloud_sql,gcp,10,10
gcp_cloud_sql_0005,gcp_cloud_sql,gcp,10,10
gcp_cloud_sql_0006,gcp_cloud_sql,gcp,10,10
gcp_cloud_sql_0007,gcp_cloud_sql,gcp,10,10
gcp_cloud_sql_0008,gcp_cloud_sql,gcp,10,10
gcp_cloud_sql_0009,gcp_cloud_sql,gcp,10,10
gcp_cloud_storage_0000,gcp_cloud_storage,gcp,10,10
gcp_cloud_storage_0001,gcp_cloud_storage,gcp,10,10
gcp_cloud_storage_0002,gcp_cloud_storage,gcp,10,10
gcp_cloud_storage_0003,gcp_cloud_storage,gcp,10,10
gcp_cloud_storage_0004,gcp_cloud_storage,gcp,10,10
gcp_cloud_storage_0005,gcp_cloud_storage,gcp,10,10
gcp_cloud_storage_0006,gcp_cloud_storage,gcp,10,10
gcp_cloud_storage_0007,gcp_cloud_storage,gcp,10,10
gcp_cloud_storage_0008,gcp_cloud_storage,gcp,10,10
gcp_cloud_storage_0009,gcp_cloud_storage,gcp,10,10
gcp_compute_engine_0000,gcp_compute_engine,gcp,10,10
gcp_compute_engine_0001,gcp_compute_engine,gcp,10,10
gcp_compute_engine_0002,gcp_compute_engine,gcp,10,10
gcp_compute_engine_0003,gcp_compute_engine,gcp,10,10
gcp_compute_engine_0004,gcp_compute_engine,gcp,10,10
gcp_compute_engine_0005,gcp_compute_engine,gcp,10,10
gcp_compute_engine_0006,gcp_compute_engine,gcp,10,10
gcp_compute_engine_0007,gcp_compute_engine,gcp,10,10
gcp_compute_engine_0008,gcp_compute_engine,gcp,10,10
gcp_compute_engine_0009,gcp_compute_engine,gcp,10,10
gcp_google_kubernetes_engine_0000,gcp_google_kubernetes_engine,gcp,10,10
gcp_google_kubernetes_engine_0001,gcp_google_kubernetes_engine,gcp,10,10
gcp_google_kubernetes_engine_0002,gcp_google_kubernetes_engine,gcp,10,10
gcp_google_kubernetes_engine_0003,gcp_google_kubernetes_engine,gcp,10,10
gcp_google_kubernetes_engine_0004,gcp_google_kubernetes_engine,gcp,10,10
gcp_google_kubernetes_engine_0005,gcp_google_kubernetes_engine,gcp,10,10
gcp_google_kubernetes_engine_0006,gcp_google_kubernetes_engine,gcp,10,10
gcp_google_kubernetes_engine_0007,gcp_google_kubernetes_engine,gcp,10,10
gcp_google_kubernetes_engine_0008,gcp_google_kubernetes_engine,gcp,10,10
gcp_google_kubernetes_engine_0009,gcp_google_kubernetes_engine,gcp,10,10
gcp_identity_and_access_management_0000,gcp_identity_and_access_management,gcp,10,10
gcp_identity_and_access_management_0001,gcp_identity_and_access_management,gcp,10,10
gcp_identity_and_access_management_0002,gcp_identity_and_access_management,gcp,10,10
gcp_identity_and_access_management_0003,gcp_identity_and_access_management,gcp,10,10
gcp_identity_and_access_management_0004,gcp_identity_and_access_management,gcp,10,10
gcp_identity_and_access_management_0005,gcp_identity_and_access_management,gcp,10,10
gcp_identity_and_access_management_0006,gcp_identity_and_access_management,gcp,10,10
gcp_identity_and_access_management_0007,gcp_identity_and_access_management,gcp,10,10
gcp_identity_and_access_management_0008,gcp_identity_and_access_management,gcp,10,10
gcp_identity_and_access_management_0009,gcp_identity_and_access_management,gcp,10,10
gcp_pubsub_0000,gcp_pubsub,gcp,10,10
gcp_pubsub_0001,gcp_pubsub,gcp,10,10
gcp_pubsub_0002,gcp_pubsub,gcp,10,10
gcp_pubsub_0003,gcp_pubsub,gcp,10,10
gcp_pubsub_0004,gcp_pubsub,gcp,10,10
gcp_pubsub_0005,gcp_pubsub,gcp,10,10
